Milcil,Patrimonio Bruto,Deudas,Total Patrimonio líquido,Ingresos brutos por rentas de trabajo,Ingresos no constitutivos de renta por renta de trabajo,Costos y deducciones procedentes - rentas de trabajo,Renta líquida,Rentas exentas de trabajo y deducciones imputables,Rentas exentas de trabajo y deducciones imputables (limitadas),Renta líquida cedular de trabajo,Ingresos brutos rentas de capital,Ingresos no constitutivos de renta,Costos y gastos procedentes,Renta líquida.1,Rentas líquidas pasivas de capital,Rentas exentas y deducciones imputables a las rentas de capital,Rentas exentas de capital y deducciones imputables (limitadas) ,Renta líquida ordinaria del ejercicio,Pérdida liquida del ejercicio ,Compensación por pérdidas,Renta líquida de capital,Ingresos brutos rentas no laborales,"Devoluciones, rebajas y descuentos",Ingresos no constitutivos de renta.1,Costos y gastos procedentes.1,Renta líquida.2,Rentas líquidas pasivas no laborales,Rentas exentas y deducciones imputables a las rentas no laborales,Rentas exentas no laborales y deducciones imputables (limitadas) ,Renta líquida ordinaria del ejercicio.1,Pérdida liquida del ejercicio .1,Compensaciones por pérdidas rentas no laborales,Renta líquida cedular no laboral,Renta líquida cédula general,Rentas exentas y deducciones imputables limitadas,Renta líquida ordinaria cédula general,Compensaciones por pérdiadas año gravable 2016 y anteriores,Compensaciones por exceso de renta presuntiva,Rentas gravables,Renta líquida gravable cédula general,Renta presuntiva,Ingresos brutos por rentas de pensiones del país y del exterior,Ingresos no constitutivos de renta.2,Renta líquida.3,Rentas exentas de pensiones,Renta líquida gravable cedula de pensiones,"Dividendos y participaciones 2016 y anteriores, y otros",Ingresos no constitutivos de renta.3,Renta líquida ordinaria 2016 y anteriores,1a. Subcédula año 2017 y siguientes numeral 3 art. 49 del E.T.,2a. Subcédula año 2017 y siguientes parágrafo 2 art. 49 del E.T.,Renta líquida pasiva dividendos - ECE y/o recibidos del exterior,Rentas exentas de la casilla 79,Ingresos por ganancias ocasionales del país y del exterior,Costos por ganancias ocasionales,Ganancias ocasionales no gravadas y exentas,Ganancias ocasionales gravables,General y de pensiones,o Renta presuntiva y de pensiones,Por dividendos y participaciones año 2016 (base casilla 76),"Por dividendos y participaciones año 2017 y siguientes, 1a Subcédula","Por dividendos y participaciones año 2017 y siguientes, 2a. Subcédula, y otros",Total impuesto sobre rentas líquidas gravables,Impuestos pagados en el exterior,Donaciones,Otros,Total descuentos tributarios,Impuesto neto de renta ,Impuesto de ganancias ocasionales,Descuento por impuestos pagados en el exterior por ganancias ocasionales,Total impuesto a cargo,Anticipo de renta liquidado año gravable anterior,Saldo a favor año gravable anterior sin solicitud de devolución y/o compensación ,Total retenciones año gravable a declarar,Anticipo renta por el año gravable siguiente,Saldo a pagar por impuesto ,Sanciones,Total saldo a pagar,Total saldo a favor ,Número de casos
202,68439984.5004152,42658247.9933573,25781736.5070578,44111291.4475505,3088728.20370883,1003355.93689455,40019623.5815112,14492812.8978688,14150937.4481041,25868686.1334071,967158.593966233,28949.9031275948,349762.524218101,616068.641018544,3.04456130639358,3477.44256850263,2471.63022419042,613600.885690562,27622.4743980072,347.079988928868,613253.805701633,22042954.3315804,127366.73124827,623665.928591198,14553270.4123997,6861491.83504013,0.0,88762.5242181013,84251.3146969278,6777240.52034321,122840.575698865,0.0,6777240.52034321,47470521.4503183,14237660.3930252,33232861.0572931,0.0,4188.20924439524,6729.58760033213,33235402.435649,223981.17907556,4190698.31165237,381810.960420703,3809551.61915306,3604351.23166344,207754.220869084,1277.88541378356,999.446443398838,278.438970384722,23730.971491835,306.116800442845,0.0,0.0,2283996.95543869,1936429.8367008,153811.237199004,327075.837254359,961091.890395793,539.717686133407,0.0,2894.54746747855,100.747301411569,964626.902850817,0.0,5256.01992803764,9279.54608358705,14535.5660116247,953303.625795738,19421.5333517852,0.0,972725.159147523,67261.2787157487,313708.275671187,1086190.9770274,78314.4201494603,112253.252145032,18728.4804871298,123040.963188486,520433.43481871,3613
203,66377642.3438364,40354041.4593698,26023600.8844666,43966333.0569375,3215510.22664456,1031042.56495301,39729343.0071863,14363694.8590381,13992021.2824765,25737321.7247098,994050.02763958,25655.3344389165,359722.498618021,641644.002211166,0.0,2003.59314538419,1680.48645660586,639963.515754561,32971.807628524,3093.97457158651,637111.663902709,23726575.1796573,84351.2990602543,398656.71641791,16424445.5500276,6935976.7827529,0.0,62778.3305693753,59386.1249309011,6876590.657822,116855.168601437,0.0,6876590.657822,47232328.0818132,14060493.9192924,33178568.2697623,0.0,2632.66998341625,3211.44278606965,33179147.042565,250403.814262023,4517995.30127142,403886.4013267,4114385.29574351,3973455.77667219,147850.193477059,582.089552238806,39560.8070757324,451.907131011609,35234.9364289663,86.7882808181316,0.0,0.0,2400106.13598673,1982426.75511332,217978.717523494,306896.351575456,1024407.40740741,2.76395798783858,0.0,4363.18407960199,28.7451630735213,1028802.10060807,4221.94582642344,3754.00773908237,4723.60420121614,12699.5577667219,1016590.3814262,18348.8114980652,0.0,1034939.19292427,57990.3261470426,301444.720840243,1118111.38750691,75346.8767274738,120606.688778331,21203.1509121061,133938.64013267,479995.854063018,3618
204,69109473.248759,42834478.4886928,26274994.7600662,43704725.8687259,3226605.07446222,993633.756205185,39485391.6161059,14355511.8587976,13957059.0182019,25528332.597904,1001650.85493657,89804.1919470491,300897.407611693,642221.180364038,0.0,21786.8174296746,13292.333149476,628928.847214562,31271.9249862107,85.7694429123001,628843.077771649,21372932.4324324,60216.2162162162,556452.840595698,13654288.4721456,7209571.42857143,0.0,80768.8913403199,79971.3182570325,7140000.55157198,107596.525096525,4303.36458907888,7139334.52840596,47238568.1191395,14050322.6696084,33188245.4495312,0.0,1391.06453392168,6485.93491450634,33193340.3199117,220940.154440154,4399983.4528406,428786.265857694,3972450.63430778,3850211.52785438,130717.870932157,7718.69829012686,4492.27799227799,3226.42029784887,7952.56480970767,0.0,0.0,0.0,2490663.54109211,2185460.83838941,200350.799779371,242253.723110866,976466.629895201,0.0,0.0,223.662437948152,0.0,976690.29233315,7846.66298952013,5182.57032542747,8769.9944842802,21799.2277992278,959033.094318809,29231.6602316602,0.0,988264.754550469,56794.5394373966,277181.742967457,1108333.70104799,68189.1891891892,118976.558190844,21116.6574738003,129809.15609487,494548.538334253,3626
205,68356741.2413793,41814839.7241379,26541901.5172414,44471669.5172414,3186977.65517241,1061422.62068966,40228423.1724138,14932548.137931,14417399.4482759,25811023.7241379,923203.862068966,27116.9655172414,288080.551724138,630429.517241379,43.0344827586207,16810.7586206897,16112.0,614360.551724138,22423.1724137931,53.5172413793103,614307.034482759,23090773.5172414,46365.5172413793,755096.551724138,15773628.4137931,6602177.37931035,1156.13793103448,79230.0689655172,73585.6551724138,6529747.86206897,86494.3448275862,0.0,6532506.48275862,47408461.2413793,14507097.1034483,32901364.137931,0.0,695.724137931035,4599.72413793104,32905268.137931,238891.034482759,4117978.75862069,362349.517241379,3758115.03448276,3705287.17241379,189489.379310345,84.6896551724138,84.4137931034483,0.275862068965517,8541.24137931034,0.0,0.0,2758.62068965517,2615676.4137931,2019069.51724138,274271.448275862,420037.517241379,900862.068965517,0.0,0.0,398.344827586207,0.0,901260.413793103,1296.27586206897,4638.06896551724,13405.7931034483,19340.1379310345,893078.620689655,29803.0344827586,0.0,922881.655172414,75309.7931034483,361285.793103448,1058664.55172414,81142.0689655172,110494.344827586,18566.0689655172,119740.689655172,592411.034482759,3625
206,68640131.7315659,41839162.662248,26800969.0693179,43239582.9881248,3203551.22894228,1143628.83181442,38904650.3728252,14208062.9660315,13817871.5824358,25086778.7903894,1265265.67246617,38500.1380834024,537038.93951947,721234.465617233,78.9837061585198,8851.42225904446,8639.32615299641,712674.123170395,31507.8707539354,0.0,712674.123170395,21824261.2537973,147084.507042254,795443.523888429,14077902.5131179,6854661.69566418,0.0,89239.1604529136,88714.9958574979,6765946.69980668,50830.985915493,0.0,6765946.69980668,46392891.1902789,13915225.9044463,32477665.2858326,0.0,3662.24799779067,12877.6581054957,32486880.6959403,228130.903065452,4393934.54846727,404797.569732118,3989136.97873516,3848207.12510356,142389.671361502,4749.51670809169,8566.41811654239,9182.27009113505,1908.58878762773,0.0,0.0,0.0,2786323.66749517,2291353.21734328,243047.500690417,411117.094725214,829808.340237504,1428.61088097211,0.0,0.0,0.0,831236.951118476,1916.59762496548,5991.7149958575,15011.5990057995,22919.9116266225,816650.648991991,38630.4888152444,0.0,855281.137807236,68509.2515879591,334282.518641259,974455.675227838,75518.9174261254,107928.47279757,19074.012703673,117711.129522231,545084.507042253,3621
207,67089094.7513812,40044631.7679558,27044462.9834254,43235705.5248619,3183869.88950276,1383488.95027624,38720443.6464088,13912596.961326,13631643.0939227,25088800.5524862,1045059.66850829,46236.1878453039,341469.337016575,675161.878453039,0.0,11681.7679558011,11364.0883977901,663797.790055249,17807.7348066298,96.9613259668508,663700.828729282,22281016.2983425,67978.729281768,475224.585635359,14828675.6906077,6946457.73480663,3655.52486187845,79009.1160220995,75821.546961326,6874291.71270718,37320.4419889503,4016.57458563536,6882330.38674033,46277400.0,13720912.1546961,32556487.8453039,0.0,2894.47513812155,0.0,32560854.6961326,234230.110497238,4065982.59668508,409387.016574586,3659406.90607735,3534010.49723757,137598.342541436,16475.9668508287,18340.3314917127,941.436464088398,32087.0165745856,0.0,0.0,0.0,3220603.86740331,2863401.65745856,290684.53038674,244434.254143646,926543.370165746,0.0,0.0,3861.04972375691,0.0,930404.419889503,291.436464088398,3906.0773480663,11490.8839779006,15688.3977900552,919395.303867403,13863.5359116022,0.0,933258.839779005,72010.773480663,326161.602209945,1067256.35359116,74895.5801104972,109282.596685083,22688.3977900552,121409.944751381,555995.856353591,3620
208,69932222.1608179,42624953.3020171,27307268.8588008,45053230.4504007,3189599.6131528,1184618.40287372,40679070.4614534,14820248.4111633,14522619.5081514,26156450.953302,948708.483006355,9375.2417794971,299600.44211108,666983.69715391,89.5274937828129,4157.77839182095,3882.56424426637,663190.660403426,27250.8980381321,2344.29400386847,663190.660403426,20581472.2298978,36589.6656534954,487193.699917104,13659583.0339873,6440701.85134015,5543.79662890301,83254.2138712351,79187.068250898,6367058.57971815,42596.0210002763,3924.56479690522,6363134.01492125,47729482.1773971,14605689.1406466,33123793.0367505,0.0,1513.67781155015,0.0,33122279.3589389,210751.036197845,3729164.96269688,305221.608179055,3425016.57916552,3289577.23127936,136660.403426361,4584.13926499033,25640.2321083172,13403.7026802984,3746.33876761536,1.10527770102238,2835.03730312241,0.0,2324534.40176844,1821208.89748549,347498.203923736,295775.904946118,983518.651561205,0.0,0.0,71.2904117159436,0.276319425255595,983590.218292346,9083.72478585245,2003.03951367781,405.91323570047,11492.6775352307,973757.1152252,24400.1105277701,276.319425255595,997880.906327715,79042.0005526389,304204.752694114,1100611.49488809,82299.2539375518,117546.28350373,19610.3896103896,128394.86045869,512462.558717878,3619
209,68754232.8729282,41181496.6850829,27572736.1878453,43341124.0331492,3137021.27071823,1199114.91712707,39015179.8342541,14093269.8895028,13804922.3756906,25210257.4585635,1159218.2320442,203791.712707182,356611.325966851,646909.116022099,2.48618784530387,7712.1546961326,5618.2320441989,641293.370165746,48093.9226519337,0.0,641293.370165746,23421717.679558,132325.414364641,456938.121546961,15559244.4751381,7344618.50828729,4391.16022099448,73735.3591160221,72853.8674033149,7267564.64088398,58426.5193370166,0.0,7267564.64088398,46975017.679558,13886107.1823204,33088910.4972376,0.0,14253.3149171271,0.0,33074657.1823204,231959.944751381,4569672.6519337,398378.453038674,4171294.19889503,4047895.85635359,135913.812154696,252.486187845304,186.46408839779,66.0220994475138,45453.0386740332,45.0276243093923,0.0,0.0,2818021.54696133,2509659.66850829,210512.154696133,314426.79558011,911223.756906077,0.0,0.0,4890.33149171271,14.9171270718232,916129.005524862,663.53591160221,5308.28729281768,1522.37569060773,7494.19889502762,908777.348066298,25432.320441989,0.0,934209.668508287,66448.0662983425,295777.348066298,1053894.75138122,70160.4972375691,127174.585635359,20672.3756906077,138250.552486188,529328.17679558,3620
210,70324618.5737977,42482841.9016031,27841776.6721946,46449120.2321725,3293826.14704256,1079036.76064124,42082490.6025428,15277679.6572692,14827744.0574903,27254746.5450525,1110202.26644555,52586.2354892206,754691.265892758,643221.614151465,136.539524599226,19030.679933665,16775.2902155887,626582.863460475,340296.849087894,0.0,626582.863460475,23542479.8231067,38318.9607517966,341021.282476506,15971459.6462134,7231409.0657822,18141.2382531786,55192.0950801548,55127.1420674406,7189033.44389165,34339.4140409066,0.0,7202031.23272526,49925954.3946932,14900837.4792703,35025116.9154229,0.0,2788.28081813156,9634.88114980652,35039762.299613,277382.255389718,4208172.47097844,372312.050856827,3847500.5527916,3700272.2498618,147652.846876727,8175.23493642897,25042.0121614151,45.0525152017689,8298.23106688778,15275.8430071863,0.0,15102.26644555,2389217.24709784,2203300.44223328,58243.7810945274,255220.287451631,1530189.60751797,0.0,0.0,195.688225538972,57.2139303482587,1530442.50967385,0.0,11964.0685461581,104008.291873964,115972.360420122,1418523.7700387,17626.3128800442,0.0,1436150.08291874,73209.784411277,305179.933665008,1529034.82587065,84560.8070757324,149432.835820896,20317.5787728027,160138.750690989,526534.825870647,3618
211,68716483.6926479,40648912.9353234,28067570.7573245,41845407.960199,3178755.38971808,1064203.9800995,37639481.4814815,13502612.4930901,13181631.5644002,24457849.9170813,968409.342177999,17915.1464897734,281987.838584853,681310.116086236,107.517965726921,9693.75345494748,5379.76782752902,685124.93090105,12803.7589828635,2045.05251520177,683079.878385848,22186081.8131564,83120.232172471,743379.215035932,14106169.4306247,7309392.75843007,0.0,137341.901603096,119171.918186844,7190220.84024323,55979.8231066888,682.974018794914,7189537.86622443,45536030.1271421,13306183.2504146,32232845.2183527,0.0,2796.57269209508,438.087341072416,32230486.7330017,252646.489773355,4557007.73908237,400145.936981758,4157967.38529574,3965497.51243781,198913.764510779,5504.97512437811,5412.93532338308,92.0398009950249,10309.8396904367,17.9657269209508,0.0,0.0,2939909.0657822,2426183.25041459,251077.667219458,347998.341625207,891871.199557767,0.0,0.0,379.491431730238,6.08070757324489,892271.144278607,0.0,5739.91155334439,3906.02542841349,9645.93698175788,884952.736318408,27561.0834715312,0.0,912513.819789939,52204.2564953013,326260.364842454,1029271.42067441,56540.90657822,104452.459922609,22636.815920398,117168.877833057,533213.377556661,3618
212,70376480.5409881,42054738.0623792,28321742.4786089,44643789.1250345,3169957.49378968,1216601.43527463,40260719.0173889,14895098.5371239,14501598.1231024,25759120.8942865,1163893.18244549,21965.7742202595,337460.943969086,820063.483301132,0.0,25041.6781672647,20038.6420093845,800024.841291747,15597.0190449903,0.0,800024.841291747,20134597.5710737,49917.7477228816,529127.794645322,12770834.3913884,6881845.98399117,2450.73143803478,63108.7496549821,62755.175269114,6819333.42533812,94920.2318520563,1362.40684515595,6818055.4788849,47931903.3949765,14584391.9403809,33347511.4545956,0.0,2047.47446867237,81.4242340601711,33345545.404361,227802.925752139,4416543.74827491,398814.794369307,4019065.69141595,3844979.85095225,180396.908639249,1193.21004692244,7862.26883797958,856.196522219156,7970.46646425614,1896.21860336738,0.0,0.0,2867126.69058791,2547672.09494894,292483.577146012,211863.372895391,956018.216947281,0.0,0.0,40.2980955009661,625.724537675959,956684.239580458,2052.9947557273,2498.20590670715,621.032293679271,5172.23295611372,952059.619100193,15041.6781672647,578.526083356335,966522.771184102,64772.0121446315,305399.668782777,1089362.68285951,70142.9754347226,102513.110681755,18292.5752139111,112915.263593707,517784.156776152,3623
213,68748988.1313828,40168933.480541,28580054.6508418,43243982.0590671,3143941.20894286,1189843.22384764,38971470.6044714,14186733.3701352,13867967.7063207,25103502.8981507,1021165.3325973,11430.858404637,338359.094672923,707860.060723158,3.58818658570246,10623.7924372067,10323.7648357715,697539.884073972,36484.6812034226,0.0,697539.884073972,23300005.7963014,124507.038365995,585478.056858957,15379533.5357439,7260846.81203423,33546.5084184378,83961.3579906155,75622.9643941485,7218770.35605851,55258.9014628761,5189.06983163125,7213581.28622688,46923389.1802374,13959672.0949489,32968616.3400497,0.0,9920.50786640905,10085.0124206459,32976660.5023461,285118.962186034,3705035.88186586,342507.314380348,3362699.14435551,3200608.88766216,163559.481093017,25856.1965222192,26201.2144631521,12418.4377587635,43828.5950869445,34.5017940932928,0.0,0.0,3012141.87137731,2638513.93872481,242120.342257797,264774.496273806,895863.924924096,0.0,0.0,5918.85178029258,11.3165884626001,901794.093292851,901.462876069556,2632.07286778913,2611.37179133315,6144.90753519183,896501.51807894,22978.7468948385,0.0,919480.264973779,57013.5247032846,288095.50096605,1042577.6980403,56871.653325973,97808.446039194,21826.939000828,111734.750207011,501242.616616064,3623
214,71484364.8163491,42640494.8909141,28843869.925435,45457993.6481635,3421758.07787904,997342.723004695,41041141.1212372,14955514.2225904,14660231.980116,26380909.1411212,1413694.28334714,49712.2341894504,563043.358188346,815915.216790942,6.35183650925159,17906.103286385,12480.2540734604,803441.314553991,14976.5258215962,200.49710024855,803240.817453742,20533413.4217067,29340.5136702568,638148.577740956,13443266.7771334,6465122.0657277,0.0,58198.84009942,56462.0270643469,6408660.03866335,42464.5125655896,0.0,6408660.03866335,48305379.5912731,14729174.2612538,33590117.9232256,0.0,2089.47804473902,7984.81082573875,33596013.2560066,252980.115990058,4153892.57111295,359397.127865231,3805348.7986744,3647534.38276719,169225.904446286,362.607014636841,56.3380281690141,306.268986467827,11360.1215133941,36.4540182270091,0.0,0.0,2848206.57276995,2421551.22894228,195719.138359569,320599.558133112,1030338.02816901,377.796188898094,0.0,377.243855288594,12.151339409003,1031105.21955261,0.0,63209.6106048053,5296.32698149683,68505.9375863021,1022022.09334438,27654.2391604529,23952.7754763877,1025766.63904999,63570.8367854184,350114.609223971,1143254.07346037,73282.7948080641,122765.810549572,19170.3949185308,132473.349903342,571193.04059652,3621
215,71709456.1016013,42627379.9006074,29082352.2915516,44738441.1927112,3253447.81888459,935614.577581447,40552898.9508559,14580950.8558807,14178177.5262286,26374721.4246273,1421962.17559359,39316.3997791276,681159.028161237,724321.921590282,178.078409718388,27028.7134180011,18819.1606847046,705680.839315296,22835.1739370514,58.5311982330204,705622.308117062,21934287.13418,42116.5102153506,476460.795140806,14587336.0022087,6867543.070127,4517.94588625069,104543.346217559,104090.281612369,6767970.73440088,39169.2435118719,0.0,6767970.73440088,48098337.9348426,14301086.9685257,33797250.966317,622.032026504694,3242.40750966317,154.610712313639,33793541.1374931,239640.806184428,4275012.4240751,393533.130866924,3881896.74213142,3633826.89122032,253335.726118167,587.520706791828,318.056322473771,269.464384318056,5351.73937051353,36.7200441744892,0.0,0.0,2631240.75096632,2112149.64108228,307527.885146328,385113.473219216,1178371.61789067,249.585864163446,0.0,21.5350635008283,12.1479845389288,1178654.88680287,14494.7542794036,5906.12921038101,8339.8674765323,28740.7509663169,1151679.45886251,23198.7852015461,582.827167310878,1174295.41689674,79062.1203754832,330746.548868029,1289925.73163998,86141.9105466593,128268.08393153,18381.2810601877,138995.582551077,559911.374930977,3622
216,72731049.2529054,43377399.0038738,29353650.2490315,44716249.031544,3357752.07526287,983307.415605977,40375189.5406752,14673710.5700055,14318172.6618705,26057016.8788046,1148412.8389596,106848.644161594,327512.728278915,732232.982844494,134.200332042059,17409.7952407305,17186.7736579967,715180.409518539,18181.5163254012,1992.52905368013,713187.880464859,22685711.9535141,127433.314886552,555906.751521859,15260745.7111234,6913361.09573879,5346.70724958495,88968.7327061428,81042.6120641948,6837665.19092418,171734.919756503,0.0,6837665.19092418,47892432.3464306,14416402.0475927,33501945.7664638,0.0,1457.9413392363,26851.4111787493,33527339.2363033,235410.902047593,4138374.93082457,394090.481460985,3744284.44936359,3558803.54178196,192655.229662424,1549.80630879911,418.926397343664,1130.87991145545,7350.85777531821,3.59712230215827,0.0,0.0,2671776.97841727,2301109.29717764,393326.231322634,157040.675152186,1001241.28389596,0.0,0.0,0.0,1.10680686220255,1001242.39070282,966.242390702822,3949.36358605423,2976.4803541782,7892.08633093525,994324.01770891,14333.9789706696,250.968456004427,1008407.02822358,64088.5445489762,357868.843386829,1141112.34089651,73928.3342556724,97307.1389042612,20755.9490868843,108168.51134477,568146.928610957,3614
217,73007128.0286344,43386571.8612335,29620580.9471366,44536495.8700441,3143181.99339207,1138764.31718062,40271429.5154185,14714894.2731278,14365323.2378855,25906106.277533,1179199.33920705,44007.1585903084,386896.751101322,760284.691629956,38.8215859030837,12730.4515418502,10982.3788546256,749341.134361233,11989.2621145374,0.0,749341.134361233,21068697.1365639,25173.7334801762,736678.13876652,13377903.9096916,6956822.68722467,35.2422907488987,86349.9449339207,82372.5220264317,6874485.40748899,27881.3325991189,0.0,6874485.40748899,47973864.8127753,14458678.1387665,33515186.6740088,0.0,786.618942731278,0.0,33514400.0550661,250281.662995595,4310166.85022026,389783.314977974,3935193.83259912,3793739.53744493,153338.381057269,9740.9140969163,4993.39207048458,9705.12114537445,1127.75330396476,28.6343612334802,0.0,0.0,2801289.3722467,2378094.43832599,213577.918502203,330406.112334802,1010881.05726872,1087.5550660793,0.0,0.0,9.36123348017621,1011977.97356828,0.0,6613.16079295154,7462.83039647577,14075.9911894273,1000515.14317181,34339.2070484581,23.4030837004405,1034854.35022026,65239.8127753304,327384.36123348,1146802.58810573,66478.2488986784,103427.037444934,18355.7268722467,114576.266519824,534314.702643172,3632
218,74834915.0650961,44955770.3037818,29879144.7613143,45935259.7644141,3297692.49845009,1244982.95102294,41478462.4922505,15269992.5604464,14827202.1078735,26651260.3843769,827477.68133912,33666.4600123993,253882.827030378,580194.048357099,0.0,7888.09671419715,7771.23372597644,572422.814631122,40265.6540607564,50.2169869807812,572372.597644141,23788318.9708617,56017.0489770614,941053.006819591,15736726.2864228,7179169.55982641,4094.23434593924,123284.872907626,104280.843149411,7080129.88220707,124646.931184129,778.363298202108,7079351.51890887,49234678.8592684,14939254.1847489,34295424.6745195,0.0,3127.09237445753,2291.07253564786,34294588.6546807,246566.336019839,3749103.53378797,349467.141971482,3402440.48357099,3262180.09919405,145778.363298202,572.535647861128,190.328580285183,382.207067575945,18880.9671419715,77.4953502789833,0.0,0.0,2806580.28518289,2470688.15871048,201569.43583385,298147.861128332,1224214.50712957,0.0,0.0,1148.17110973342,25.7284562926224,1225388.4066956,25705.2076875387,4129.88220706758,2593.3044017359,32428.3942963422,1195576.56540608,24215.4370737756,0.0,1219792.00247985,64527.8983261004,367684.128952263,1304160.26038438,68144.1413515189,135524.178549287,19218.8468691878,144783.32300062,574000.619962802,3226
219,63944272.319202,33921830.1745636,30022442.1446384,37642956.3591022,2826735.66084788,1561105.73566085,33296961.8453865,11370824.9376559,11091995.5112219,22204966.3341646,1683183.04239402,59164.0897755611,755885.78553616,897783.291770574,0.0,33185.0374064838,33133.4164588529,864649.875311721,29650.1246882793,0.0,864649.875311721,27065654.1147132,73343.1421446384,880512.219451372,17731225.1870324,8472433.41645885,1346.63341645885,97682.0448877806,91747.3815461347,8382032.66832918,97164.3391521197,1.99501246882793,8382030.67331671,42483690.5236908,11228476.8079801,31255213.7157107,5304.48877805486,2218.20448877805,1219.70074812968,31259519.7007481,277951.87032419,5355295.01246883,696365.586034913,4660557.8553616,4735601.49625935,264543.142144638,8205.23690773067,7874.31421446384,8035.4114713217,14395.0124688279,163.092269326683,0.0,0.0,2553406.98254364,2161115.96009975,123798.753117207,358302.992518703,864404.987531172,0.0,0.0,918.703241895262,53.8653366583541,865554.862842893,3948.62842892768,7596.00997506234,82827.9301745636,94372.5685785536,804614.21446384,22340.1496259352,0.0,826954.364089776,46434.9127182045,291590.523690773,995281.047381546,65330.9226932668,75974.0648379052,29554.6134663342,91702.9925187032,503378.802992519,4010
220,72528279.1724138,42293731.3103448,30234547.862069,43486161.1034483,3106648.55172414,1085403.5862069,39298660.4137931,14345418.4827586,14003170.7586207,25295489.6551724,1057805.24137931,20516.4137931034,378568.275862069,695152.551724138,72.8275862068966,22765.5172413793,20042.7586206897,675182.620689655,36432.0,671.448275862069,674511.172413793,22271907.3103448,59854.0689655172,527368.0,14535322.2068966,7240442.20689655,0.551724137931034,60090.7586206897,53041.9310344828,7187400.82758621,91079.1724137931,9685.79310344828,7177715.03448276,47152603.8068966,14076255.4482759,33093426.7586207,0.0,3204.96551724138,8226.48275862069,33099144.0,241839.448275862,4268341.79310345,449822.068965517,3819491.86206897,3709006.06896552,137697.103448276,2808.0,2163.03448275862,700.137931034483,10339.0344827586,0.0,6366.34482758621,6366.34482758621,2788276.13793103,2247505.37931034,273990.068965517,370392.827586207,938781.517241379,0.0,0.0,1035.03448275862,0.0,939816.551724138,41808.8275862069,1859.03448275862,340.689655172414,44008.5517241379,897052.965517241,21250.7586206897,0.0,918303.724137931,83128.5517241379,343280.827586207,1016926.62068966,92482.2068965517,154591.448275862,27272.8275862069,172189.793103448,577467.034482759,3625
221,72840558.839779,42347714.3646409,30492844.4751381,43643777.6243094,3041793.92265193,1116898.06629834,39494135.6353591,14311522.3756906,14033682.0441989,25460453.5911602,1198785.35911602,27554.6961325967,548328.17679558,632933.425414365,0.0,7816.02209944751,7049.17127071823,625884.254143646,10030.9392265193,0.0,625884.254143646,22822366.0220994,51835.0828729282,397527.348066298,15098815.4696133,7306748.34254144,0.0,122118.232044199,118425.414364641,7188322.9281768,38029.8342541436,334.254143646409,7187988.67403315,47408536.7403315,14159156.6298343,33249380.1104972,0.0,7289.77900552486,6483.97790055249,33259513.5359116,280875.414364641,4798252.20994475,426281.215469613,4397499.44751381,4246480.11049724,156770.165745856,401.657458563536,5469.06077348066,258.563535911602,1684.25414364641,0.552486187845304,0.0,0.0,3510491.43646409,3042303.86740331,236663.535911602,379479.55801105,1060920.99447514,0.0,0.0,0.0,0.276243093922652,1060921.27071823,30505.8011049724,3283.14917127072,3511.87845303867,37300.8287292818,1024624.58563536,32659.3922651934,0.0,1057283.97790055,47656.6298342541,331839.779005525,1159050.55248619,71478.729281768,121823.480662983,17046.408839779,130028.729281768,522766.574585635,3620
222,73922440.2428926,43175813.4142975,30746626.8285951,43561972.6745791,3144926.30416782,1098425.33811758,39319674.5790781,14269426.9942037,13941975.4347226,25377699.1443555,1120827.76704389,8349.98619928236,472085.288434999,672373.171404913,0.0,14303.3397736682,12852.6083356335,659520.56306928,31980.6789953078,193.21004692244,659327.353022357,21074135.5230472,42577.9740546508,524462.600055203,13432120.3422578,7148241.51255865,0.0,78088.3245928788,77632.6248964946,7070608.88766216,73266.9058791057,11.0405741098537,7070597.84708805,47128756.8313552,14032460.6679547,33096296.1634005,0.0,2784.43279050511,0.0,33093511.73061,253852.884349986,4496502.346122,378480.817002484,4118021.52911951,4032498.48192106,110978.194866133,18752.4151255865,27479.7129450731,312.44824730886,74184.3775876346,0.0,0.0,0.0,2791209.77090809,2404894.56251725,251224.12365443,294931.548440519,889607.507590395,0.0,0.0,9887.93817278498,0.0,899495.44576318,197.626276566381,5305.27187413746,2930.99641181341,8433.89456251725,895270.770080044,29567.7615235992,0.0,924838.531603644,58318.2445487165,336405.465084184,1039670.71487717,71389.7322660778,115300.579630141,19476.6767871929,125937.344741927,544626.828595087,3623
